,name,description,id
122,mini Falabella backpack,"Black artificial leather mini Falabella backpack from Stella McCartney featuring a two way zip fastening, a silver-tone chain trim, a front zip pocket, adjustable shoulder straps, an internal slip pocket, an internal logo patch and a logo printed lining. POSITIVELY CONSCIOUS: We鈥檝e joined forces with ethical agency Good On You to give you the power to choose positively. This piece is from a brand that scores well on their key criteria.",51
123,Mancini Buffalo Collection Laptop Backpack,Our Buffalo Collection represents the fusion of contemporary styling with the raw urban look of oily buffalo leather. This backpack features a padded compartment to keep your laptop secure and protected.,51
124,Madewell Lorimer Leather Backpack -,"Simply chic, this versatile pack is done in rich leather for a classic look you can pair with just about anything. Style Name: Madewell Lorimer Leather Backpack. Style Number: 5325291. Available in stores.",51
125,Roxy Here You Are Printed Backpack,Carry it all in laid-back style with this floral-print backpack from Roxy.,51
126,buckled backpack,Black buckled backpack from Herschel Supply Co..,51
127,Coach Men's Coach Patch Pacer Backpack - Black,"Smooth leather backpack with brand patch and optimum pocketing. Top handle Adjustable padded backpack straps Top zipper closure Exterior zip pocket Interior zip pocket Interior cellphone pocket Interior multifunctional pockets Interior tech sleeve with secure tab Fabric lining Leather Imported SIZE 9.25""W x 17""H x 5.25""D. Men Accessories - Leather Goods > Saks Fifth Avenue > Barneys. Coach. Color: Black.",51
128,High Sierra Men's Joel Printed Lunchbox Backpack,"Brown bag it in style with this fun combination from High Sierra, a printed backpack with a detachable insulated lunch box.",51
129,Polo Ralph Lauren Men's Lightweight Mountain Backpack,"Inspired by vintage mountaineering packs, Polo Ralph Lauren's hard-wearing backpack includes a leather lash tab and a bungee cord for securing additional gear and a padded interior pocket to keep laptops and tablets safe.",51
130,Rebecca Minkoff Always On Mab Backpack -,"A sleek nylon backpack channels off-duty style along with signature Rebecca Minkoff sophistication thanks to smooth leather trim, polished studs and clip-lock hardware. Style Name: Rebecca Minkoff Always On Mab Backpack. Style Number: 5382851. Available in stores.",51
131,Kenzo Embroidered Tiger Mini Backpack - Black,"Like having eyes in the back of your head, this KENZO tiger playfully watches the changing cityscape from this scaled-down, campus-classic-style pack. Style Name: Kenzo Embroidered Tiger Mini Backpack. Style Number: 5765213. Available in stores.",51
132,Mz Wallace Small Metro Backpack -,"A super-lightweight backpack in Oxford nylon features a soft silhouette and padded, adjustable backpack straps. Lots of pockets provide ample storage for your school, work, gym or weekend gear. Style Name: Mz Wallace Small Metro Backpack. Style Number: 5183256. Available in stores.",51
133,Treasure & Bond Remy Glazed Leather Backpack - Grey,"An elongated silhouette and modern fold-over flap amplify the street-chic aesthetic of a glazed-leather backpack with plenty of pockets to help you stay organized. When you buy Treasure & Bond, Nordstrom will donate 2.5% of net sales to organizations that work to empower youth. Style Name: Treasure & Bond Remy Glazed Leather Backpack. Style Number: 5567873 1. Available in stores.",51
134,Nike Heritage Women's Backpack,The Nike Heritage Backpack combines simplicity and functionality with its clean floral design and easy-to-access compartments. The padded shoulder straps add comfort while extra zipper pockets help keep you organized.,51
135,Herschel Supply Co. 'Settlement Mid Volume' Backpack - Black,Tonal zips and a contrast liner update a classic backpack. Features a convenient front zip pouch with a key leash and an interior laptop sleeve. Style Name: Herschel Supply Co. 'settlement Mid Volume' Backpack. Style Number: 681536 41. Available in stores.,51
136,Sole Society Aushan Faux Leather Backpack - Ivory,A handy exterior zip pocket keeps your phone and other small essentials within easy reach on a compact faux-leather backpack in a modern trapezoidal silhouette. Style Name: Sole Society Aushan Faux Leather Backpack. Style Number: 5740375. Available in stores.,51
137,Hank Backpack,"This lightweight backpack is perfect for office, traveling and casual life. It is also a perfect unisex school bag for high school or college students. Give both colors a look.",51
138,Jane & Berry Quilted Puffer Backpack -,"A puffy backpack with a slick, glossy finish offers high-impact style, especially when matched with your cold-weather coat. Style Name: Jane & Berry Quilted Puffer Backpack. Style Number: 5709229. Available in stores.",51
139,Under Armour Men's Undeniable 3.0 Backpack,"Marked with the classic oversized Ua logo and built with incredibly durable materials and tons of storage space, this is your go-to backpack for everyday performance.",51
140,Clare V. Marcelle Perforated Leather Backpack - Black,"Sporty color-blocked stripes race down the front of a perforated Italian-leather backpack in a chic, around-town silhouette. Style Name: Clare V. Marcelle Perforated Leather Backpack. Style Number: 5728681. Available in stores.",51
141,Eastpak Bust backpack in black 20l,"Backpack by Eastpak Pack it up Grab handle Padded, air-mesh straps for comfort External pockets Side bottle holder and top accessory pocket Zip fastening Lined sleeve for 15"" laptop or tablet Can hold up to 20litres",51
142,Herschel Supply Co Retreat backpack in black with rubberised straps,"Backpack by Herschel Supply Co Hands-free style Grab handle Signature striped lining Adjustable straps Adjustable drawstring closure Flap-top opening with magnetic pin-buckle fastening Herschel tab For that logo lifestyle Padded sleeve for 15"" laptop or tablet Internal media pocket with headphone port Can hold up to 19.5 litres",51
143,Vooray Ace Backpack - Black,Enhance your mobility with this lightweight grab-and-go backpack with a zip top that opens wide for all your stuff. The padded straps and back ensure your comfort on the way to the gym or wherever your next adventure takes you. Style Name: Vooray Ace Backpack. Style Number: 5704752. Available in stores.,51
144,Longchamp Le Pliage Club Backpack - Red,Strap on a stylish standby with a durable backpack topped with a textured leather handle and contrast logo embroidery. Style Name: Longchamp Le Pliage Club Backpack. Style Number: 5621069. Available in stores.,51
145,Champion Mercury Logo Backpack,"Grab your gear and go with this sporty look from Champion, a roomy backpack with a zip pocket at the front that keeps small items handy.",51
146,zip backpack,"Black zip backpack from Adidas featuring a top handle, a main internal compartment, front zipped pockets and shoulder straps.",51
147,adidas Linear Mini Backpack,"adidas' mini backpack is perfect for stowing your on-the-go essentials, with adjustable shoulder straps and an exterior zip pocket.",51
148,Solo Men's Altitude Backpack,"Get organized with the Altitude backpack from Solo, a lightweight bag that's big on efficiency. It includes compartments for a tablet and a laptop as well as numerous pockets inside and out.",51
149,Herschel Supply Co. X Hoffman Extra Small Grove Backpack - Blue,"Presented in collaboration with iconic surf brand Hoffman, this sized-down backpack is reimagined in a vibrant floral print. Style Name: Herschel Supply Co. X Hoffman Extra Small Grove Backpack. Style Number: 5713898. Available in stores.",51
150,"Ful Rush 18"" Laptop Backpack","The Rush Laptop backpack is the perfect travel companion for the person on the go. It boasts a spacious main compartment with a mesh pocket for small items. The laptop compartment fits most machines up to 17"" and is Tsa approved.",51
151,Tucker Vegan Leather Backpack,A new must have sleek minimalist look for every guy that's on the go.,51
152,Mancini Colombian Collection Laptop/ Tablet Backpack,Our Colombian Collection backpacks are at once elegant and smart-casual combined with a sprinkling of nostalgia. This magnificent backpack features a zippered padded compartment to keep your laptop/tablet secure and protected.,51
153,Brahmin Felicity Croc Embossed Leather Backpack - Blue/green,"Signature croc embossing and gilded hardware bring modern polish to a sartorial staple with this compact backpack from Brahmin. Cut from glazed leather in a slightly tapered silhouette, it features ample pockets to keep essentials organized when you're on the go. Style Name: Brahmin Felicity Croc Embossed Leather Backpack. Style Number: 5628807. Available in stores.",51
154,Tommy Hilfiger Men's Alexander Backpack,"Make understated style part of your day with this clean and sophisticated backpack from Tommy Hilfiger. In tough Codura nylon, the bag organizes your essentials, including a laptop. Padded straps help lighten your load.",51
155,Px Men's Flap-Top Canvas Backpack,"A stylish cross between a briefcase and a backpack, this canvas bag from Px is trimmed in faux leather for a sleek look.",51
156,Mz Wallace Metro Backpack - Blue,"Lots of pockets and a detachable pouch provide ample storage for your very important school, work or everyday supplies in this lightweight backpack. Style Name: Mz Wallace Metro Backpack. Style Number: 837490. Available in stores.",51
157,X-Ray Reflective Backpack,Near or far the Xray bags are the ultimate travel companion for any fashion conscious person. This bag maximizes space comfort and style.,51
158,High Sierra Printed Swoop Backpack,"Bold and bright, this High Sierra backpack gives you organization and a fresh look. Inside the water-resistant bag, there's protection for a laptop, tablet and more.",51
